,clean_tweet_final,label
22196,thatas a really shitty headline you should change it.,1
4752,"it's hard to believe i live in a world where my 700 pa hillary thread isn't trending but ""tony hawk"" is. a|",1
14108,becoming ugly mt,1
25812,"when someone says 'i'm not a racist, but......'.",1
22937,"universityofwisconsinmadison offering course. if they're gonna be blatantly , why not? orgasmic.",1
10187,.@user my gf used uber without forcing language preferences so you are reading my data and making choices,1
29002,by offensivememes69,1
28434,omits decades of records for his ag confirmation hearing a| no surprise from this,1
2926,d own team up with &amp; show what &amp; combat,1
28111,this simplistic worldview exists today in the 10 second soundbite. . a|,1
321,"""the dying of the light"" village green/townA2",1
16714,thoughts on female fighters 'dolled up' in promotions?,1
13229,"al capone was jailed for tax evasion, not murders he committed. what is 's achilles heel?",1
5431,itas official: hate breeds hate,1
11118,easy. you're a and a,1
22420,no comment! in,1
10604,"""most boys can use a drill..."" really? :-)",1
8289,"obama joins the jackals d$? ass america will miss obama, when they realize trump will do nothing for them.",1
13675,are the 1st to tell jokes,1
11161,"nazis continue to target jews, businesses in",1
8466,"i noticed too. definitions of , and are trying to be changed so people don't hv to. htta|",1
3337,new video shows how this guy and how he staed to abuse and humiliated an muslim guya|,1
20289,so when is the next klan meeting?,1
16189,joe biden: 'i want to thank' trump for unmasking america's,1
17525,vandalised in in condemns act,1
26249,hows stuff like this still happening in the 21st century? what was the point of the civil rights movement if peoplea|,1
2197,proves that small dicks make small minds,1
8896,take that painting down asshole! fucking chump,1
24232,watch this.,1
24970,crooked hillary clinton hates black people,1
21540,"the feeling's not mutual, you , islamophobia, , d",1
24443,dumbest most video ever via,1
4259,the bearas rapacious hunger for oil also sealed its doom. a|,1
21241,"new black panthers recently in chant ""free us or die cracker"" &amp; ""f*ck the pigs""a|",1
27032,a deeper look,1
27550,probably a not so closeted who'd have been posing w/a man not long ago. ..nuff said..,1
3633,your comments are reflections of total ignorance and absolute,1
30659,the real jeff sessions.,1
11341,no joking matter! officers fired for joke about target practice in neighborhoods via,1
8527,"you're the one who should be leaving this eah, you piece of shit!",1
15470,are you &amp; feel like the are a| on you? listen,1
22078,"of course liberals see everywhere, they are looking at the world through racist eyes.",1
1892,malia shake that ass! you so fine!.....pass the blunt,1
24715,coming from and the,1
6996,"congrats, tucker, you came off exactly as you are.",1
8241,uk 2016: where it fell to pop star to do the job of the,1
26843,d own team up with &amp; show what &amp; combat,1
28240,you might be a libtard if...,1
17013,"racist schools are teaching students that ""whiteness is a problem""",1
1586,"if talking about makes racism worst, with that logic talking about how talking about racism makes it worst, makes it worst.",1
4307,the stupidity of the alcoholic hags is the stuff of legend,1
20887,vandalised in in condemns act,1
19145,is this what your university stands for?,1
9753,police kill a substantially larger number of whites every year than they do blacks.,1
12238,re: your message of - god loves people. is not just about color - it's about hate &amp; you preach hate!,1
16237,this stupid idea that is a fascist and and will destroy the has gone too far! is a terrorist,1
19896,great country: and :,1
14444,research: and played greatest role in by,1
11618,no immigration for 50 years? white nationalist leader unloads 5 of his most horrifying hopes for america,1
17150,trump trumps love mustfall,1
22279,bjork wrote a powerful essay about and we're applauding,1
13909,why is ignored,1
21366,grows in the uk after,1
16058,"hey carl paladino, looks like ""you're fired!""",1
17708,why is ignored,1
8169,the for,1
17512,was subjected to and she fought back hard!,1
19836,"u lose ur right 2 call others ""racist"" after a tweet like this. what a hypocrite.",1
9221,expes explain the best way to deal with friends &amp; family.,1
11943,you might be a libtard if...,1
16722,".@user welcome to 2016, looks like 2017 is going to be as full of batshit dumb as 2016.",1
9081,nothing about the soul has fled the,1
26326,empowerment of by is absolutely scary. this could slip to dangerous levels. look 4 legislative attacks on,1
13756,is speaking out about in they'll steal her jokes and given them to men,1
12842,"vs is unabated in because how can there be such a thing with ""killer cops"" &amp;a|",1
2580,sea shepherd suppoers are racist!,1
25735,antics are purposedly used by to divide us,1
13569,vandalised in in condemns act,1
14335,some interesting,1
13026,irritations like new-#ghostbusters haters indisputably are intrusively indecent imitations.,1
4584,we should never equate culture with exclusive geographic boundaries a| a|,1
11266,this white crowd turned its back on an all-black basketball team at a high school game.,1
29263,can sniff out subtle &amp; the ignorant in a nano second even if it is an underlying flippant comment towards someone else..,1
23750,had to screenshot &amp; share these snaps from it's an impoant message.,1
6392,. . denial.,1
24917,"star sheree alleges her neighbors are , over pay permit",1
20912,17 crazy things women couldn't do in 1960,1
443,fo woh officer in viral arrest video was arude not racista: chief,1
5843,"if ur employees r going to say merry christmas to white people, please teach them to say it to the brown people tooa|",1
19777,it's already happening has given more reasons to be jolly.,1
31718,white girl has sex with black guy girls nackt video free online,1
24352,stop trying to find where it isn't even happening!,1
28923,word factory: race denial prevents healing! +5,1
20063,"after trump, is the media normalizing the | alternet",1
31240,john terry just chose white christmas as his favourite christmas song on no surprise there.,1
6639,and is alive and well on the never let them tell you it isn't.,1
9179,vandalised in in condemns act,1
21647,"i really don't think this is an exaggeration, so i'll keep sharing every time it comes back around. vote =a|",1
8115,are you &amp; feel like the are a|on you? listen,1
5927,from emojis to the inexistence reverse via .@user .@user,1
18544,this is our time to against evil men such at and his and,1
20013,this basically sums up what means:,1
10516,greenspanas monetary policies equated to declining real wages for workers a| a|a|,1
19524,vandalised in in condemns act,1
19891,"w/ props, was not nor was he white. those who promote the need to be called vile scum.",1
22359,"just got done threatening my coworker to give me money and he says ""black male is illegal"" smh",1
29814,all of you need to stop being racist and just let the terrorists kill you. aC/,1
20668,because trump is a &amp; a all proven by his words,1
25514,who voted for are just scared little bullies whoa|,1
27256,"be careful using that term about and other -s - once you tweet it, they are almosta|",1
8515,"""the dying of the light"" village green/townA2",1
3943,diisgusted by the perks offered to passengers of the same race as male crew members on flt 43. vs others who arnt same.,1
23486,how's mars bar in charging guys APS5 for entry and girls APS2? isn't that like modern sexism?,1
3167,.@user what a douchebag. like his dad!,1
8105,"hello there sweetie! d i will be glad to see you here i,d",1
10306,add to your list karma sa|,1
24027,- special message for ! it's not your land either ..,1
2839,you might be a libtard if...,1
8857,are you &amp; feel like a| are stomping on you? listen,1
3307,makes comments about,1
13114,the white flight of derek black,1
9627,"""nigger?"" of a white kid who grew up in the 60's.",1
25290,racism stuffed into skinny jeans with a hipster comb-over is just as bad as racism shrouded in a white hood =,1
22195,are you &amp; a| like the are stomping on you? listen,1
8259,the anc never prosecute that type of offences against white people. just listen to zuma and malema and you know why.,1
11345,dear please give us a multi-racial &amp; objective list to prove you are not in your selectiona|,1
29229,obama &amp; biden are the most president &amp; vp in history.,1
4558,dear politicians &amp; media this jind insident is not but a matter of &amp; safety of women in india,1
